Name,Platform,Year,Genre,Publisher
Little Bears,DS,2009,Simulation,RTL
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard
Rush Hour,PS,1997,Misc,Psygnosis
Pro Cast Sports Fishing,XB,2003,Sports,Capcom
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft
Cossacks: European Wars,PC,2001,Strategy,Strategy First
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom
Kisuato,PSV,2015,Adventure,TGL
NBA 2K7,XB,2006,Sports,Take-Two Interactive
Auto Modellista,GC,2003,Racing,Capcom
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games
Dream Girl Premier,3DS,2015,Misc,Alchemist
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software
Darius II,SAT,1995,Shooter,Taito
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei
Putty Squad,PSV,2013,Platform,System 3
Gotcha Force,GC,2003,Shooter,Capcom
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver
The Perfect Golf,PS,1995,Sports,Seta Corporation
Wrestle Kingdom,PS2,2006,Fighting,Yuke's
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment
Dead Rising 2,PS4,2016,Action,Capcom
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games
Steins;Gate 0,PS3,2015,Adventure,5pb
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory
Clannad,X360,2008,Adventure,Prototype
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus
Jet Grind Radio,GBA,2003,Action,Sega
Rugby Challenge 3,PS3,2016,Sports,Alternative Software
Prince of Persia (2008),PC,2008,Action,Ubisoft
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive
Magicka,PC,2011,Role-Playing,Paradox Interactive
Schlag den Raab,PC,2010,Misc,Namco Bandai Games
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc"
The Adventures of Lomax,PS,1996,Platform,Psygnosis
Under the Skin,PS2,2004,Action,Capcom
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic
Kabu Trader Shun,DS,2007,Action,Capcom
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment
Poy Poy,PS,1997,Action,Konami Digital Entertainment
NHL 07,XB,2006,Sports,Electronic Arts
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games
AMNESIA World,PSV,2014,Adventure,Idea Factory
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive
Resident Evil 5 HD,PS4,2016,Action,Capcom
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube
Teddy Together,3DS,2016,Simulation,Nintendo
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering
Battlezone,PSP,2006,Shooter,Atari
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive
Galileo,DS,2008,Adventure,D3Publisher
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer
Super Monkey Ball Adventure,PS2,2006,Platform,Sega
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games
Madden NFL 07,GBA,2006,Sports,Electronic Arts
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games
Renegade Racers,PS,1999,Racing,Interplay
The Legend of Korra (3DS),3DS,2014,Strategy,Activision
MySims,PC,2008,Simulation,Electronic Arts
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts
AniMates!,DS,2007,Simulation,Lexicon Entertainment
Franklin the Turtle,GBA,2005,Misc,Game Factory
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision
My Ballet Studio,Wii,2009,Simulation,505 Games
Backyard NFL Football,Wii,2007,Sports,Atari
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive
River King: Wonderful Journey,PS2,2005,Sports,505 Games
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games
Metal Saga,PS2,2005,Role-Playing,Success
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment
CID The Dummy,Wii,2009,Platform,Oxygen Interactive
Battlefield 2142,PC,2006,Shooter,Electronic Arts
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games
Bookworm,GBA,2004,Puzzle,Unknown
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software
My DoItAll,DS,2009,Misc,Tomy Corporation
Shakugan no Shana,PS2,2006,Adventure,Media Works
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike
Lost Planet 2,PC,2010,Shooter,Capcom
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D
X3: Terran Conflict,PC,2008,Simulation,Deep Silver
The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory
HotBrain,PSP,2007,Puzzle,Midway Games
Hankou Shashin,SAT,1996,Adventure,Imagineer
Little Busters! Converted Edition,PSV,2012,Action,Prototype
Open Season,PS2,2006,Platform,Ubisoft
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids
Moyashimon DS,DS,2009,Action,Takara Tomy
Ocean Commander,Wii,2009,Simulation,Valcon Games
Let's Play Ballerina,Wii,2010,Sports,Deep Silver
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games
Pitball,PS,1996,Sports,Time Warner Interactive
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games
Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment
Ducati Moto,DS,2008,Racing,Vir2L Studios
Drome Racers,GBA,2003,Racing,THQ
SWAT 4,PC,2005,Shooter,Vivendi Games
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision
Battlefield 1942,PC,2002,Shooter,Electronic Arts
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games
Magicka Collection,PC,2011,Adventure,Unknown
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive
R-Type Delta,PS,1998,Shooter,Irem Software Engineering
Petz: Catz Playground,DS,2010,Simulation,Ubisoft
Senjou no Waltz,PSV,2014,Adventure,Idea Factory
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory
Secrets of the Titanic,DS,2012,Action,Avanquest Software
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade
War Gods,PS,1996,Fighting,GT Interactive
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software
Beyblade Burst,3DS,2016,Role-Playing,FuRyu
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios
Doki Oki,PS,1995,Adventure,Banpresto
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment
ZooCube,GC,2002,Puzzle,Acclaim Entertainment
GRID Autosport,PC,2014,Racing,Codemasters
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb
Tube Slider,GC,N/A,Racing,Unknown
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli
Let's Play Garden,Wii,2010,Simulation,Deep Silver
My Animal Centre,Wii,2009,Simulation,Deep Silver
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts
Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,N/A
Serious Sam Advance,GBA,2004,Shooter,Global Star
Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment
Foto Showdown,DS,2010,Role-Playing,Unknown
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios
Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment
Cold War,XB,2005,Shooter,DreamCatcher Interactive
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom
Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment
Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix
Omega Quintet,PS4,2014,Role-Playing,Compile Heart
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari
Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega
Moto Racer DS,DS,2008,Racing,Nobilis
Neverwinter Nights 2,PC,2006,Role-Playing,Atari
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher
PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive
Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic
Carnage Heart EXA,PSP,2010,Strategy,ArtDink
Worms,PS3,2009,Strategy,Sony Computer Entertainment
Capcom Digital Collection,X360,2012,Action,Capcom
Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin
Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft
Payout Poker & Casino,PSP,N/A,Misc,Unknown
Sheep,PS,2000,Strategy,Empire Interactive
Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment
Wangan Midnight Portable,PSP,2007,Racing,Genki
Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games
Tropico Reloaded,PC,2009,Strategy,Kalypso Media
Canvas 2,PS2,2006,Adventure,Kadokawa Shoten
Pony Luv,DS,2008,Simulation,GSP
Memories Off: Sorekara Again,PS2,2006,Adventure,KID
11eyes: CrossOver,X360,2009,Adventure,5pb
ParaWorld,PC,2006,Strategy,Deep Silver
Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive
Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive
AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment
Winning Post 8 2015,PSV,2015,Action,Tecmo Koei
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment
Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei
Kuusen II,PS2,2004,Simulation,Kadokawa Shoten
Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront
Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions
Are You Alice?,PSP,2011,Adventure,Idea Factory
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive
Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami Digital Entertainment
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment
Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose
Backyard NFL Football,DS,2007,Sports,Atari
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment
Gift: Prism,PS2,2006,Adventure,Sweets
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment
Legacy of Ys: Books I & II,DS,N/A,Role-Playing,Unknown
Shanghai: True Valor,PS,1998,Puzzle,Activision
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest
Pharaoh,PC,1998,Strategy,Vivendi Games
Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb
