Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Fighting,"0,02","0,02","0,00","0,01","0,04"
Racing,"0,04","0,00","0,00","0,00","0,04"
Racing,"0,00","0,04","0,00","0,01","0,04"
Platform,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,02","0,02","0,00","0,01","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Misc,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,04","0,00","0,01","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,02","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Action,"0,02","0,02","0,00","0,00","0,04"
Strategy,"0,01","0,00","0,03","0,00","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,01","0,04"
Role-Playing,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,01","0,04","0,00","0,00","0,04"
Strategy,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,00","0,04","0,00","0,01","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,04","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Sports,"0,00","0,04","0,00","0,00","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Action,"0,02","0,02","0,00","0,01","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,02","0,02","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,04","0,00","0,00","0,04"
Role-Playing,"0,04","0,00","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,02","0,02","0,00","0,01","0,04"
Adventure,"0,00","0,04","0,00","0,01","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Platform,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Platform,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,01","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Action,"0,02","0,02","0,00","0,01","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,03","0,00","0,01","0,04"
Shooter,"0,02","0,02","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Racing,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Platform,"0,01","0,00","0,03","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,04","0,00","0,01","0,04"
Platform,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,03","0,01","0,00","0,00","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Strategy,"0,03","0,00","0,00","0,01","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,00","0,04","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,03","0,00","0,01","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,02","0,00","0,00","0,04"
Action,"0,01","0,03","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,00","0,04","0,00","0,01","0,04"
Misc,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,02","0,02","0,00","0,01","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Action,"0,02","0,02","0,00","0,01","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,03","0,00","0,00","0,01","0,04"
Sports,"0,01","0,01","0,01","0,01","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,03","0,00","0,01","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,01","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,03","0,01","0,00","0,00","0,04"
Action,"0,03","0,00","0,00","0,01","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,03","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,04","0,00","0,00","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,02","0,02","0,00","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,02","0,00","0,00","0,04"
Fighting,"0,01","0,00","0,02","0,00","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Racing,"0,00","0,04","0,00","0,01","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Shooter,"0,00","0,04","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,04","0,00","0,00","0,00","0,04"
Fighting,"0,02","0,00","0,02","0,01","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,02","0,01","0,00","0,01","0,04"
Racing,"0,00","0,04","0,00","0,01","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,01","0,02","0,00","0,01","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,03","0,00","0,00","0,00","0,04"
Action,"0,03","0,00","0,00","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,02","0,02","0,00","0,01","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,01","0,02","0,00","0,01","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Action,"0,02","0,02","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,01","0,02","0,00","0,01","0,04"
Fighting,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,01","0,03","0,00","0,01","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,02","0,00","0,01","0,04"
Sports,"0,00","0,04","0,00","0,01","0,04"
Role-Playing,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,02","0,00","0,00","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Simulation,"0,03","0,01","0,00","0,00","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Fighting,"0,03","0,00","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,01","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Action,"0,01","0,02","0,00","0,01","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,04","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,00","0,04"
Sports,"0,00","0,04","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Role-Playing,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Racing,"0,04","0,00","0,00","0,01","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Sports,"0,02","0,02","0,00","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,02","0,00","0,02","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,02","0,00","0,01","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Strategy,"0,02","0,02","0,00","0,00","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,03","0,00","0,00","0,01","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,00","0,03","0,00","0,01","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,03","0,01","0,00","0,00","0,04"
Racing,"0,00","0,03","0,00","0,01","0,04"
Action,"0,00","0,03","0,00","0,01","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Fighting,"0,04","0,00","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,01","0,03","0,00","0,01","0,04"
Shooter,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,03","0,00","0,00","0,00","0,04"
Sports,"0,03","0,00","0,00","0,00","0,04"
Racing,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Strategy,"0,03","0,01","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Strategy,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,02","0,01","0,00","0,01","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,03","0,01","0,00","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,01","0,02","0,00","0,01","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,00","0,04","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,02","0,02","0,00","0,01","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,00","0,03","0,00","0,01","0,04"
Simulation,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,02","0,00","0,01","0,04"
Racing,"0,03","0,00","0,00","0,00","0,04"
Action,"0,03","0,00","0,01","0,00","0,04"
Shooter,"0,03","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,03","0,00","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,02","0,00","0,01","0,04"
Platform,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,04","0,00","0,00","0,00","0,04"
Strategy,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,02","0,01","0,00","0,01","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,02","0,00","0,02","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,02","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,01","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,03","0,00","0,00","0,04"
Action,"0,02","0,00","0,01","0,01","0,04"
Puzzle,"0,01","0,02","0,00","0,00","0,04"
Action,"0,00","0,03","0,00","0,01","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,02","0,01","0,00","0,00","0,04"
Misc,"0,00","0,04","0,00","0,00","0,04"
Sports,"0,03","0,00","0,00","0,00","0,04"
Action,"0,03","0,00","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,01","0,00","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Shooter,"0,03","0,00","0,00","0,00","0,04"
Shooter,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,03","0,00","0,01","0,04"
Puzzle,"0,04","0,00","0,00","0,00","0,04"
Role-Playing,"0,00","0,03","0,00","0,01","0,04"
Strategy,"0,00","0,03","0,00","0,01","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,00","0,04","0,00","0,00","0,04"
Racing,"0,03","0,00","0,00","0,00","0,04"
Adventure,"0,02","0,02","0,00","0,01","0,04"
Action,"0,00","0,03","0,00","0,01","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,02","0,02","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Simulation,"0,02","0,01","0,00","0,00","0,04"
Platform,"0,03","0,00","0,00","0,00","0,04"
Misc,"0,02","0,01","0,00","0,00","0,04"
Misc,"0,02","0,01","0,00","0,00","0,04"
Sports,"0,02","0,01","0,00","0,00","0,04"
Sports,"0,02","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Strategy,"0,01","0,00","0,03","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,03","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,02","0,01","0,00","0,00","0,04"
Action,"0,01","0,02","0,01","0,00","0,04"
Puzzle,"0,00","0,03","0,00","0,00","0,04"
Shooter,"0,03","0,00","0,00","0,00","0,04"
Action,"0,00","0,02","0,01","0,01","0,04"
Strategy,"0,02","0,01","0,00","0,00","0,04"
Puzzle,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,00","0,03","0,00","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,02","0,01","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Sports,"0,00","0,04","0,00","0,00","0,04"
Racing,"0,00","0,00","0,04","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Fighting,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,03","0,00","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Action,"0,02","0,01","0,00","0,00","0,04"
Racing,"0,04","0,00","0,00","0,00","0,04"
Misc,"0,03","0,00","0,00","0,00","0,04"
Sports,"0,02","0,02","0,00","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,00","0,04","0,00","0,00","0,04"
Racing,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Puzzle,"0,03","0,00","0,00","0,00","0,04"
Strategy,"0,04","0,00","0,00","0,00","0,04"
Puzzle,"0,00","0,00","0,04","0,00","0,04"
Platform,"0,02","0,01","0,00","0,00","0,04"
Adventure,"0,04","0,00","0,00","0,00","0,04"
Simulation,"0,01","0,03","0,00","0,01","0,04"
Adventure,"0,02","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,02","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,03","0,00","0,00","0,00","0,04"
Simulation,"0,00","0,04","0,00","0,00","0,04"
Shooter,"0,02","0,01","0,00","0,00","0,04"
Strategy,"0,02","0,01","0,00","0,00","0,04"
Shooter,"0,03","0,00","0,00","0,00","0,04"
Sports,"0,02","0,01","0,00","0,00","0,04"
Strategy,"0,01","0,02","0,00","0,00","0,04"
Simulation,"0,02","0,01","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,01","0,03","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,00","0,04","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Misc,"0,02","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,00","0,04","0,00","0,00","0,04"
Action,"0,03","0,01","0,00","0,00","0,04"
Action,"0,00","0,00","0,04","0,00","0,04"
Adventure,"0,02","0,01","0,00","0,00","0,04"
Puzzle,"0,01","0,02","0,00","0,00","0,04"
Misc,"0,00","0,00","0,04","0,00","0,04"
Shooter,"0,03","0,01","0,00","0,00","0,04"
Strategy,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,03","0,00","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Action,"0,02","0,01","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Sports,"0,03","0,01","0,00","0,00","0,04"
Action,"0,01","0,03","0,00","0,00","0,04"
Shooter,"0,03","0,00","0,00","0,00","0,04"
Sports,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,03","0,00","0,00","0,00","0,04"
Shooter,"0,02","0,02","0,00","0,00","0,04"
Adventure,"0,00","0,00","0,04","0,00","0,04"
Role-Playing,"0,01","0,00","0,03","0,00","0,04"
